951,507,195,235,72
952,507,189,233,53
953,507,195,235,72
950,508,195,235,72
951,508,182,230,32
952,508,181,230,29
953,508,182,230,32
954,508,195,235,72
950,509,188,232,51
951,509,181,230,29
952,509,181,230,29
953,509,181,230,29
954,509,188,232,51
949,510,194,234,69
950,510,182,230,32
951,510,181,230,29
952,510,181,230,29
953,510,181,230,29
954,510,182,230,32
955,510,194,234,69
948,511,195,235,72
949,511,182,230,32
950,511,181,230,29
951,511,181,230,29
952,511,181,230,29
953,511,181,230,29
954,511,181,230,29
955,511,182,230,32
956,511,195,235,72
948,512,188,232,51
949,512,181,230,29
950,512,181,230,29
951,512,181,230,29
952,512,181,230,29
953,512,181,230,29
954,512,181,230,29
955,512,181,230,29
956,512,188,232,51
947,513,194,234,69
948,513,182,230,32
949,513,181,230,29
950,513,181,230,29
951,513,181,230,29
952,513,181,230,29
953,513,181,230,29
954,513,181,230,29
955,513,181,230,29
956,513,182,230,32
957,513,194,234,69
946,514,195,235,72
947,514,182,230,32
948,514,181,230,29
949,514,181,230,29
950,514,181,230,29
951,514,181,230,29
952,514,181,230,29
953,514,181,230,29
954,514,181,230,29
955,514,181,230,29
956,514,181,230,29
957,514,182,230,32
958,514,195,235,72
946,515,188,232,51
947,515,181,230,29
948,515,181,230,29
949,515,181,230,29
950,515,181,230,29
951,515,181,230,29
952,515,181,230,29
953,515,181,230,29
954,515,181,230,29
955,515,181,230,29
956,515,181,230,29
957,515,181,230,29
958,515,188,232,51
945,516,194,234,69
946,516,182,230,32
947,516,181,230,29
948,516,181,230,29
949,516,181,230,29
950,516,181,230,29
951,516,181,230,29
952,516,181,230,29
953,516,181,230,29
954,516,181,230,29
955,516,181,230,29
956,516,181,230,29
957,516,181,230,29
958,516,182,230,32
959,516,194,234,69
944,517,195,235,72
945,517,182,230,32
946,517,181,230,29
947,517,181,230,29
948,517,181,230,29
949,517,181,230,29
950,517,181,230,29
951,517,181,230,29
952,517,181,230,29
953,517,181,230,29
954,517,181,230,29
955,517,181,230,29
956,517,181,230,29
957,517,181,230,29
958,517,181,230,29
959,517,182,230,32
960,517,195,235,72
944,518,188,232,51
945,518,181,230,29
946,518,181,230,29
947,518,181,230,29
948,518,181,230,29
949,518,181,230,29
950,518,181,230,29
951,518,181,230,29
952,518,181,230,29
953,518,181,230,29
954,518,181,230,29
955,518,181,230,29
956,518,181,230,29
957,518,181,230,29
958,518,181,230,29
959,518,181,230,29
960,518,188,232,51
943,519,195,235,72
944,519,182,230,32
945,519,181,230,29
946,519,181,230,29
947,519,181,230,29
948,519,181,230,29
949,519,181,230,29
950,519,181,230,29
951,519,181,230,29
952,519,181,230,29
953,519,181,230,29
954,519,181,230,29
955,519,181,230,29
956,519,181,230,29
957,519,181,230,29
958,519,181,230,29
959,519,181,230,29
960,519,182,230,32
961,519,195,235,72
943,520,188,232,51
944,520,181,230,29
945,520,181,230,29
946,520,181,230,29
947,520,181,230,29
948,520,181,230,29
949,520,181,230,29
950,520,181,230,29
951,520,181,230,29
952,520,181,230,29
953,520,181,230,29
954,520,181,230,29
955,520,181,230,29
956,520,181,230,29
957,520,181,230,29
958,520,181,230,29
959,520,181,230,29
960,520,181,230,29
961,520,188,232,51
942,521,194,234,69
943,521,182,230,32
944,521,181,230,29
945,521,181,230,29
946,521,181,230,29
947,521,181,230,29
948,521,181,230,29
949,521,181,230,29
950,521,181,230,29
951,521,181,230,29
952,521,181,230,29
953,521,181,230,29
954,521,181,230,29
955,521,181,230,29
956,521,181,230,29
957,521,181,230,29
958,521,181,230,29
959,521,181,230,29
960,521,181,230,29
961,521,182,230,32
962,521,194,234,69
941,522,195,235,72
942,522,182,230,32
943,522,181,230,29
944,522,181,230,29
945,522,181,230,29
946,522,181,230,29
947,522,181,230,29
948,522,181,230,29
949,522,181,230,29
950,522,181,230,29
951,522,181,230,29
952,522,181,230,29
953,522,181,230,29
954,522,181,230,29
955,522,181,230,29
956,522,181,230,29
957,522,181,230,29
958,522,181,230,29
959,522,181,230,29
960,522,181,230,29
961,522,181,230,29
962,522,182,230,32
963,522,195,235,72
941,523,188,232,51
942,523,181,230,29
943,523,181,230,29
944,523,181,230,29
945,523,181,230,29
946,523,181,230,29
947,523,181,230,29
948,523,181,230,29
949,523,181,230,29
950,523,181,230,29
951,523,181,230,29
952,523,181,230,29
953,523,181,230,29
954,523,181,230,29
955,523,181,230,29
956,523,181,230,29
957,523,181,230,29
958,523,181,230,29
959,523,181,230,29
960,523,181,230,29
961,523,181,230,29
962,523,181,230,29
963,523,188,232,51
940,524,194,234,69
941,524,182,230,32
942,524,181,230,29
943,524,181,230,29
944,524,181,230,29
945,524,181,230,29
946,524,181,230,29
947,524,181,230,29
948,524,181,230,29
949,524,181,230,29
950,524,181,230,29
951,524,181,230,29
952,524,181,230,29
953,524,181,230,29
954,524,181,230,29
955,524,181,230,29
956,524,181,230,29
957,524,181,230,29
958,524,181,230,29
959,524,181,230,29
960,524,181,230,29
961,524,181,230,29
962,524,181,230,29
963,524,182,230,32
964,524,194,234,69
939,525,195,235,72
940,525,182,230,32
941,525,181,230,29
942,525,181,230,29
943,525,181,230,29
944,525,181,230,29
945,525,181,230,29
946,525,181,230,29
947,525,181,230,29
948,525,181,230,29
949,525,181,230,29
950,525,181,230,29
951,525,181,230,29
952,525,181,230,29
953,525,181,230,29
954,525,181,230,29
955,525,181,230,29
956,525,181,230,29
957,525,181,230,29
958,525,181,230,29
959,525,181,230,29
960,525,181,230,29
961,525,181,230,29
962,525,181,230,29
963,525,181,230,29
964,525,182,230,32
965,525,195,235,72
939,526,188,232,51
940,526,181,230,29
941,526,181,230,29
942,526,181,230,29
943,526,181,230,29
944,526,181,230,29
945,526,181,230,29
946,526,181,230,29
947,526,181,230,29
948,526,181,230,29
949,526,181,230,29
950,526,181,230,29
951,526,181,230,29
952,526,181,230,29
953,526,181,230,29
954,526,181,230,29
955,526,181,230,29
956,526,181,230,29
957,526,181,230,29
958,526,181,230,29
959,526,181,230,29
960,526,181,230,29
961,526,181,230,29
962,526,181,230,29
963,526,181,230,29
964,526,181,230,29
965,526,188,232,51
938,527,194,234,69
939,527,182,230,32
940,527,181,230,29
941,527,181,230,29
942,527,181,230,29
943,527,181,230,29
944,527,181,230,29
945,527,181,230,29
946,527,181,230,29
947,527,181,230,29
948,527,181,230,29
949,527,181,230,29
950,527,181,230,29
