263,1,115,111,111
264,1,102,98,99
265,1,94,91,94
266,1,91,89,93
267,1,88,85,91
268,1,84,81,88
269,1,79,76,83
270,1,71,68,77
271,1,60,57,66
272,1,47,44,52
273,1,38,35,41
274,1,36,34,39
275,1,39,37,41
276,1,41,39,41
277,1,41,38,39
278,1,38,34,33
279,1,34,30,27
280,1,39,34,31
281,1,40,35,31
282,1,33,28,24
283,1,29,24,20
284,1,32,27,23
285,1,38,33,30
286,1,41,36,33
287,1,37,31,28
288,1,36,29,27
289,1,42,34,32
290,1,49,41,39
291,1,51,46,42
292,1,47,42,36
293,1,52,47,41
294,1,72,67,61
295,1,107,102,96
262,2,106,102,101
263,2,89,85,85
264,2,81,77,79
265,2,76,74,77
266,2,72,70,75
267,2,63,61,67
268,2,55,52,59
269,2,47,44,51
270,2,39,36,44
271,2,30,27,36
272,2,23,20,28
273,2,19,16,22
274,2,20,18,23
275,2,23,21,25
276,2,26,24,25
277,2,26,24,24
278,2,26,22,21
279,2,24,20,18
280,2,27,23,19
281,2,29,24,20
282,2,27,22,18
283,2,26,21,17
284,2,28,23,19
285,2,32,27,24
286,2,34,29,26
287,2,31,25,23
288,2,32,24,22
289,2,37,29,27
290,2,42,35,32
291,2,42,37,33
292,2,41,36,30
293,2,40,35,28
294,2,47,42,36
295,2,75,69,63
296,2,124,117,111
261,3,113,109,106
262,3,81,77,76
263,3,67,63,65
264,3,68,64,67
265,3,68,66,71
266,3,60,58,65
267,3,47,45,53
268,3,34,31,40
269,3,26,23,32
270,3,29,26,35
271,3,28,25,35
272,3,26,23,32
273,3,26,23,30
274,3,29,26,32
275,3,31,29,33
276,3,33,31,33
277,3,35,33,33
278,3,38,34,33
279,3,40,36,34
280,3,47,43,40
281,3,53,49,45
282,3,54,50,47
283,3,52,47,44
284,3,48,43,39
285,3,44,39,36
286,3,41,36,33
287,3,37,31,29
288,3,34,28,28
289,3,36,30,29
290,3,34,29,26
291,3,33,28,24
292,3,56,51,45
293,3,66,61,55
294,3,63,58,52
295,3,62,57,51
296,3,86,79,73
297,3,124,117,111
261,4,101,97,96
262,4,69,66,66
263,4,61,57,59
264,4,67,64,68
265,4,68,66,71
266,4,57,55,63
267,4,43,40,50
268,4,32,29,38
269,4,27,24,33
270,4,32,29,38
271,4,34,31,40
272,4,34,32,40
273,4,35,32,39
274,4,36,34,39
275,4,34,33,37
276,4,34,33,35
277,4,36,34,34
278,4,41,38,37
279,4,48,44,43
280,4,54,50,48
281,4,59,56,52
282,4,61,57,53
283,4,55,50,46
284,4,45,40,36
285,4,36,31,28
286,4,31,26,23
287,4,28,23,20
288,4,24,19,18
289,4,22,17,15
290,4,22,17,14
291,4,28,23,18
292,4,44,39,33
293,4,43,38,32
294,4,33,28,22
295,4,34,28,22
296,4,63,57,51
297,4,114,107,101
261,5,95,91,90
262,5,66,63,63
263,5,63,59,62
264,5,70,66,71
265,5,65,62,69
266,5,50,47,55
267,5,37,34,45
268,5,31,28,39
269,5,30,27,38
270,5,30,29,38
271,5,31,29,38
272,5,31,30,37
273,5,31,29,36
274,5,29,28,34
275,5,26,25,30
276,5,25,23,27
277,5,27,25,27
278,5,34,32,32
279,5,42,41,39
280,5,51,48,46
281,5,57,53,50
282,5,57,53,50
283,5,50,46,43
284,5,41,36,33
285,5,35,30,27
286,5,35,30,27
