269,474,135,120,113
270,474,110,93,85
271,474,93,76,68
272,474,99,81,73
273,474,124,107,99
266,475,130,115,109
267,475,104,89,83
268,475,89,73,66
269,475,80,63,56
270,475,70,52,43
271,475,55,35,26
272,475,55,35,26
273,475,70,50,41
274,475,79,61,52
275,475,73,55,46
276,475,86,68,59
277,475,122,104,96
263,476,126,110,105
264,476,95,77,73
265,476,70,52,48
266,476,63,45,41
267,476,68,51,45
268,476,74,56,49
269,476,71,53,45
270,476,67,47,38
271,476,67,47,37
272,476,71,50,40
273,476,75,55,44
274,476,76,56,46
275,476,72,53,43
276,476,70,51,41
277,476,73,55,46
278,476,82,64,56
279,476,92,75,67
280,476,120,104,97
260,477,123,108,103
261,477,99,81,77
262,477,69,52,48
263,477,58,40,36
264,477,64,46,41
265,477,70,51,46
266,477,69,50,44
267,477,77,58,52
268,477,88,68,62
269,477,93,73,65
270,477,87,66,55
271,477,84,62,51
272,477,75,53,42
273,477,61,39,28
274,477,56,34,23
275,477,63,43,33
276,477,67,47,38
277,477,63,44,35
278,477,60,41,34
279,477,67,48,41
280,477,68,50,43
281,477,79,62,55
282,477,102,85,79
283,477,116,101,96
259,478,106,90,86
260,478,64,46,42
261,478,67,49,45
262,478,62,44,40
263,478,66,47,43
264,478,73,54,49
265,478,68,47,42
266,478,55,34,29
267,478,67,47,42
268,478,94,72,67
269,478,111,89,82
270,478,111,88,78
271,478,110,86,75
272,478,105,82,71
273,478,95,73,62
274,478,84,62,51
275,478,73,53,42
276,478,66,46,36
277,478,64,44,36
278,478,66,47,40
279,478,72,52,46
280,478,59,41,34
281,478,57,40,32
282,478,68,51,44
283,478,63,47,42
284,478,90,75,70
285,478,137,122,118
258,479,122,107,104
259,479,76,59,55
260,479,56,38,34
261,479,77,58,54
262,479,72,52,47
263,479,65,44,39
264,479,63,41,36
265,479,61,37,33
266,479,61,37,33
267,479,82,58,53
268,479,105,81,74
269,479,111,87,79
270,479,108,84,74
271,479,104,81,69
272,479,104,80,68
273,479,103,80,68
274,479,100,76,65
275,479,91,69,58
276,479,83,63,52
277,479,78,59,50
278,479,74,55,48
279,479,67,48,41
280,479,61,44,38
281,479,65,49,42
282,479,68,52,46
283,479,52,37,32
284,479,74,59,54
285,479,115,100,96
287,479,134,121,118
288,479,130,118,116
289,479,131,119,117
258,480,100,83,82
259,480,59,41,38
260,480,59,39,36
261,480,91,71,67
262,480,96,74,70
263,480,91,69,63
264,480,85,62,56
265,480,73,50,44
266,480,62,38,30
267,480,70,46,37
268,480,83,58,47
269,480,85,61,48
270,480,90,66,53
271,480,94,71,57
272,480,98,75,61
273,480,102,79,65
274,480,106,84,71
275,480,108,87,76
276,480,104,85,75
277,480,93,76,67
278,480,79,63,56
279,480,68,52,46
280,480,48,34,28
281,480,49,36,31
282,480,64,51,47
283,480,50,37,34
284,480,58,44,41
285,480,80,66,63
286,480,92,78,75
287,480,77,65,61
288,480,69,58,54
289,480,66,53,51
290,480,73,59,58
291,480,93,79,78
292,480,116,101,100
257,481,118,104,103
258,481,71,55,53
259,481,57,38,36
260,481,78,58,54
261,481,98,77,72
262,481,100,78,72
263,481,96,73,65
264,481,94,71,61
265,481,98,74,62
266,481,93,67,55
267,481,84,58,44
268,481,80,54,39
269,481,83,57,40
270,481,85,60,41
271,481,81,58,39
272,481,81,59,41
273,481,88,67,51
274,481,98,78,64
275,481,101,83,72
276,481,96,81,71
277,481,85,72,65
278,481,72,61,57
279,481,62,52,48
280,481,48,39,36
281,481,48,40,37
282,481,59,51,48
283,481,55,46,44
284,481,52,43,42
285,481,60,50,48
286,481,67,56,54
287,481,62,51,47
288,481,54,43,39
289,481,57,45,42
290,481,56,45,42
291,481,49,37,37
292,481,48,37,38
293,481,58,47,47
294,481,79,67,67
295,481,108,96,97
257,482,88,74,72
258,482,58,41,40
259,482,64,45,42
260,482,87,67,63
261,482,97,74,70
262,482,97,72,66
263,482,95,71,61
264,482,98,73,61
265,482,106,80,66
266,482,104,78,62
267,482,97,70,52
268,482,91,64,45
269,482,91,64,44
270,482,90,65,44
271,482,81,58,37
272,482,72,52,32
273,482,72,53,37
274,482,79,62,47
275,482,83,67,55
276,482,80,68,58
277,482,73,63,56
278,482,62,55,51
279,482,51,46,43
280,482,49,45,43
281,482,55,50,49
282,482,61,57,56
283,482,60,55,55
